,carat,cut,table,price,x,y,z
7277,1.0,0,57.0,4200,6.5,6.44,3.87
7278,1.0,1,58.0,4200,6.33,6.31,3.96
7279,1.0,3,58.0,4200,6.34,6.3,4.0
7280,1.0,1,59.0,4200,6.4,6.28,3.96
7281,1.0,1,62.0,4200,6.41,6.34,3.89
7282,1.0,1,59.0,4200,6.34,6.3,3.97
7283,1.25,1,61.0,4200,6.86,6.84,4.25
7284,1.25,1,61.0,4200,6.97,6.91,4.2
7285,0.9,3,63.0,4201,6.13,6.16,3.72
7286,1.07,3,61.0,4201,6.59,6.71,3.89
7287,1.07,1,60.0,4201,6.65,6.7,3.99
7288,1.07,3,59.0,4201,6.61,6.67,3.98
7289,1.1,1,60.0,4201,6.7,6.73,4.03
7290,0.91,3,62.0,4201,6.26,6.33,3.77
7291,0.91,3,58.0,4201,6.15,6.17,3.87
7292,0.91,1,59.0,4201,6.18,6.23,3.84
7293,0.9,3,59.0,4201,6.13,6.17,3.82
7294,0.9,0,57.0,4201,6.2,6.24,3.79
7295,1.05,0,56.0,4201,6.55,6.51,4.07
7296,1.21,2,57.0,4201,6.73,6.67,4.29
7297,1.1,3,59.0,4202,6.65,6.71,4.04
7298,1.11,3,58.0,4202,6.63,6.69,4.07
7299,1.0,1,61.0,4202,6.52,6.48,3.8
7300,1.0,2,56.0,4202,6.35,6.32,4.04
7301,0.9,2,58.0,4203,6.07,6.02,3.87
7302,1.2,1,60.0,4203,6.94,6.81,4.14
7303,1.05,2,59.0,4204,6.36,6.43,4.04
7304,1.0,2,59.0,4204,6.32,6.36,3.93
7305,0.96,1,58.0,4204,6.49,6.43,3.83
7306,0.91,1,56.0,4204,6.24,6.2,3.86
7307,0.84,3,54.0,4205,6.2,6.23,3.72
7308,0.7,0,56.0,4205,5.72,5.75,3.53
7309,0.91,2,57.0,4205,6.01,6.11,3.97
7310,1.01,4,55.0,4205,6.33,6.19,4.09
7311,1.13,3,59.0,4206,6.62,6.66,4.12
7312,1.07,1,59.0,4206,6.68,6.63,3.97
7313,1.0,3,57.0,4207,6.31,6.37,3.98
7314,1.02,1,59.0,4207,6.46,6.51,3.95
7315,1.02,1,59.0,4207,6.5,6.54,3.9
7316,1.02,3,60.0,4207,6.53,6.57,3.93
7317,1.02,2,59.0,4207,6.37,6.43,4.04
7318,1.02,0,55.0,4207,6.47,6.51,4.01
7319,1.01,3,59.0,4207,6.39,6.45,3.91
7320,0.59,0,57.0,4208,5.4,5.43,3.3
7321,1.01,3,62.0,4208,6.18,6.15,3.89
7322,1.01,2,58.0,4208,6.26,6.22,3.99
7323,0.81,1,58.0,4209,6.0,5.94,3.72
7324,1.01,0,59.0,4209,6.45,6.41,3.99
7325,0.9,1,60.0,4209,6.19,6.14,3.78
7326,0.9,1,56.0,4209,6.29,6.21,3.77
7327,0.9,1,58.0,4209,6.17,6.1,3.8
7328,0.6,0,55.0,4209,5.42,5.4,3.38
7329,0.91,2,60.0,4209,6.11,6.03,3.86
7330,0.91,3,58.0,4209,6.15,6.07,3.86
7331,0.91,3,54.0,4209,6.24,6.07,3.9
7332,0.9,3,61.0,4210,6.13,6.17,3.84
7333,0.9,3,60.0,4210,6.21,6.24,3.8
7334,0.9,2,56.0,4210,6.14,6.19,3.75
7335,1.01,2,61.0,4210,6.31,6.37,3.98
7336,0.85,3,56.0,4211,6.06,6.08,3.75
7337,0.91,3,61.0,4211,6.19,6.23,3.76
7338,0.91,3,61.0,4211,6.1,6.12,3.78
7339,0.91,1,58.0,4211,6.14,6.17,3.85
7340,0.91,3,57.0,4211,6.11,6.23,3.85
7341,0.91,2,57.0,4211,6.07,6.11,3.87
7342,1.01,2,56.0,4211,6.26,6.34,4.01
7343,1.18,1,58.0,4211,6.83,6.7,4.19
7344,1.01,3,56.0,4212,6.36,6.43,4.01
7345,1.14,0,57.0,4212,6.73,6.77,4.15
7346,1.09,0,55.0,4212,6.65,6.68,4.1
7347,1.11,1,59.0,4212,6.61,6.56,4.05
7348,0.79,3,60.0,4213,5.86,5.88,3.66
7349,0.96,0,57.0,4213,6.3,6.35,3.93
7350,1.0,2,65.0,4213,6.56,6.45,3.89
7351,1.0,4,63.0,4213,6.6,6.52,3.81
7352,0.93,3,59.0,4214,6.3,6.34,3.83
7353,0.93,3,57.0,4214,6.2,6.26,3.9
7354,1.13,1,59.0,4214,6.77,6.67,4.12
7355,1.12,0,55.0,4215,6.76,6.73,4.09
7356,1.12,1,61.0,4215,6.66,6.61,4.18
7357,0.56,0,56.0,4216,5.24,5.28,3.28
7358,1.1,3,55.0,4217,6.59,6.63,4.09
7359,1.0,2,58.0,4218,6.26,6.32,4.02
7360,1.0,2,56.0,4218,6.31,6.41,4.01
7361,1.0,2,63.0,4218,6.27,6.32,3.87
7362,1.0,2,58.0,4218,6.55,6.61,3.8
7363,1.0,2,59.0,4218,6.32,6.35,4.02
7364,1.0,3,63.0,4218,6.56,6.58,3.85
7365,1.03,3,59.0,4218,6.51,6.58,4.0
7366,0.96,3,59.0,4218,6.38,6.45,3.84
7367,0.93,0,57.0,4218,6.3,6.26,3.86
7368,0.9,4,60.0,4220,6.17,6.22,3.67
7369,1.01,2,58.0,4221,6.3,6.43,4.02
7370,1.01,2,57.0,4221,6.37,6.39,4.04
7371,1.03,0,55.0,4221,6.46,6.51,4.03
7372,0.71,0,56.0,4222,5.69,5.77,3.53
7373,1.12,0,57.0,4222,6.71,6.65,4.14
7374,1.16,4,57.0,4222,6.56,6.5,4.33
7375,1.16,1,58.0,4222,6.73,6.67,4.19
7376,0.76,0,57.0,4223,5.84,5.87,3.65
7377,0.76,1,60.0,4223,5.85,5.89,3.56
7378,0.97,3,57.0,4223,6.28,6.31,3.96
7379,0.9,2,57.0,4223,6.08,6.03,3.87
7380,0.33,1,59.0,579,4.45,4.5,2.73
7381,0.33,0,55.0,579,4.46,4.52,2.75
7382,0.33,0,57.0,579,4.45,4.47,2.79
7383,0.33,3,61.0,579,4.49,4.53,2.68
7384,0.33,3,54.0,579,4.38,4.42,2.77
7385,0.33,3,56.0,579,4.41,4.44,2.75
7386,0.33,3,59.0,579,4.52,4.53,2.7
7387,0.33,0,56.0,579,4.44,4.47,2.77
7388,0.33,3,56.0,579,4.41,4.45,2.75
7389,0.33,3,62.0,579,4.44,4.47,2.68
7390,0.33,3,60.0,579,4.38,4.43,2.73
7391,0.33,0,57.0,579,4.44,4.47,2.76
7392,0.33,0,57.0,579,4.4,4.43,2.75
7393,0.33,1,58.0,579,4.39,4.46,2.72
7394,0.33,1,59.0,579,4.48,4.53,2.68
7395,0.33,1,58.0,579,4.46,4.5,2.73
7396,0.33,3,59.0,579,4.35,4.4,2.75
7397,0.33,0,55.0,579,4.42,4.47,2.77
7398,0.33,0,57.0,579,4.44,4.49,2.74
7399,0.33,1,59.0,579,4.41,4.47,2.76
7400,0.33,0,57.0,579,4.5,4.54,2.72
7401,0.33,0,56.0,579,4.44,4.48,2.76
7402,0.33,3,54.0,579,4.4,4.42,2.77
7403,0.33,3,58.0,579,4.36,4.4,2.74
7404,0.33,3,56.0,579,4.38,4.41,2.75
7405,0.33,2,56.0,579,4.41,4.43,2.8
7406,0.33,1,58.0,579,4.43,4.45,2.73
7407,0.33,1,58.0,579,4.43,4.47,2.72
7408,0.33,1,58.0,579,4.47,4.49,2.69
7409,0.33,3,60.0,579,4.41,4.44,2.68
7410,1.05,0,56.0,4223,6.53,6.46,4.03
7411,1.06,3,59.0,4224,6.6,6.63,3.97
7412,0.91,3,56.0,4224,6.18,6.12,3.9
7413,1.07,1,57.0,4224,6.54,6.49,4.09
7414,1.02,0,60.0,4225,6.56,6.53,3.96
7415,1.1,0,59.0,4226,6.58,6.61,4.09
7416,0.98,2,64.0,4226,6.68,6.52,3.75
7417,1.02,1,59.0,4227,6.45,6.38,4.02
7418,1.02,4,50.0,4227,6.59,6.51,4.05
7419,1.11,0,57.0,4227,6.67,6.64,4.13
7420,1.0,1,60.0,4227,6.35,6.3,3.98
7421,1.02,1,58.0,4227,6.44,6.41,4.03
7422,0.71,3,59.0,4228,5.66,5.71,3.57
7423,0.92,3,62.0,4228,6.26,6.32,3.84
7424,0.92,3,58.0,4228,6.17,6.2,3.89
7425,0.92,3,62.0,4228,6.2,6.12,3.8
7426,1.01,3,56.0,4228,6.26,6.33,3.99
7427,0.86,0,56.0,4228,6.16,6.18,3.74
7428,0.72,0,57.0,4228,5.71,5.78,3.56
7429,0.91,1,57.0,4228,6.17,6.12,3.86
7430,1.02,3,60.0,4229,6.3,6.38,3.97
7431,0.76,0,57.0,4229,5.87,5.9,3.61
7432,0.9,2,64.0,4229,6.14,6.21,3.69
7433,0.93,1,57.0,4229,6.34,6.23,3.86
7434,0.8,1,59.0,4229,5.95,5.88,3.72
7435,0.9,4,53.0,4229,6.08,6.04,3.9
7436,0.9,1,54.0,4229,6.13,6.11,3.84
7437,0.93,0,56.0,4229,6.24,6.19,3.9
7438,1.18,0,56.0,4229,6.82,6.79,4.19
7439,1.09,2,64.0,4230,6.63,6.58,4.03
7440,0.94,1,59.0,4230,6.27,6.23,3.89
7441,0.71,0,55.0,4231,5.68,5.72,3.55
7442,0.9,3,60.0,4232,6.09,6.13,3.85
7443,0.9,2,56.0,4232,6.02,6.1,3.89
7444,0.9,1,59.0,4232,6.26,6.29,3.76
7445,0.92,3,59.0,4232,6.25,6.28,3.8
7446,0.92,0,56.0,4232,6.14,6.18,3.87
7447,1.07,2,64.0,4232,6.64,6.68,3.91
7448,1.2,3,56.0,4232,6.77,6.71,4.25
7449,1.02,0,57.0,4233,6.36,6.3,3.99
7450,1.14,1,58.0,4233,6.68,6.64,4.18
7451,1.14,2,60.0,4233,6.69,6.6,4.24
7452,0.9,1,60.0,4234,6.12,6.07,3.82
7453,0.9,2,57.0,4234,6.07,6.04,3.88
7454,0.78,3,55.0,4234,6.0,6.03,3.64
7455,1.0,1,60.0,4234,6.34,6.24,3.97
7456,1.01,2,56.0,4234,6.25,6.29,4.01
7457,0.96,2,59.0,4234,6.53,6.56,3.77
7458,0.9,1,58.0,4234,6.19,6.15,3.85
7459,0.9,3,59.0,4234,6.13,6.1,3.88
7460,1.05,1,59.0,4234,6.48,6.44,4.07
7461,0.9,1,58.0,4234,6.12,6.06,3.83
7462,0.9,1,59.0,4234,6.14,6.09,3.8
7463,0.9,2,59.0,4234,6.11,6.06,3.87
7464,0.9,1,59.0,4234,6.34,6.3,3.71
7465,0.9,0,56.0,4234,6.22,6.19,3.85
7466,0.9,1,58.0,4234,6.32,6.28,3.79
7467,1.0,1,59.0,4234,6.44,6.38,3.9
7468,1.2,1,60.0,4234,6.99,6.95,4.11
7469,1.0,3,59.0,4234,6.29,6.22,3.95
7470,1.0,1,60.0,4234,6.29,6.23,3.88
7471,0.71,1,59.0,4234,5.88,5.84,3.47
7472,1.2,1,59.0,4234,6.81,6.78,4.15
7473,1.2,0,57.0,4234,6.74,6.64,4.24
7474,1.0,1,59.0,4234,6.45,6.41,3.91
7475,1.1,3,61.0,4235,6.69,6.73,4.05
7476,1.07,0,56.0,4235,6.53,6.57,4.06
7477,1.07,1,59.0,4235,6.76,6.71,3.97
7478,1.07,3,61.0,4237,6.55,6.6,3.99
7479,1.0,0,56.0,4237,6.33,6.38,3.99
7480,1.02,1,61.0,4238,6.52,6.48,3.91
7481,0.91,1,60.0,4238,6.22,6.18,3.83
7482,1.06,1,62.0,4238,6.61,6.55,4.02
7483,1.02,1,60.0,4238,6.53,6.49,3.93
7484,1.02,0,56.0,4238,6.44,6.41,3.99
7485,1.02,1,58.0,4238,6.44,6.38,4.04
7486,1.02,2,53.0,4238,6.46,6.37,4.09
7487,1.02,1,59.0,4238,6.42,6.33,3.95
7488,1.06,0,55.0,4238,6.55,6.51,4.08
7489,1.02,1,59.0,4238,6.59,6.56,3.94
7490,1.02,1,62.0,4238,6.53,6.5,3.9
7491,1.01,2,59.0,4239,6.3,6.37,3.96
7492,1.01,0,57.0,4239,6.49,6.55,3.95
7493,1.01,0,54.0,4239,6.4,6.45,4.02
7494,1.01,0,56.0,4239,6.46,6.51,3.98
7495,0.91,3,59.0,4239,6.18,6.25,3.82
7496,0.9,3,62.0,4239,6.15,6.2,3.8
7497,1.04,1,57.0,4240,6.52,6.47,3.99
7498,0.7,3,57.0,4240,5.68,5.71,3.51
7499,0.79,0,56.0,4240,5.9,5.93,3.67
7500,0.91,0,57.0,4240,6.2,6.23,3.86
7501,1.04,1,59.0,4240,6.57,6.55,4.04
7502,1.04,1,60.0,4240,6.57,6.52,3.99
7503,1.05,1,58.0,4241,6.55,6.6,4.03
7504,1.08,3,57.0,4241,6.66,6.72,4.0
7505,1.05,3,60.0,4241,6.45,6.5,4.05
7506,1.08,2,57.0,4241,6.5,6.54,4.12
7507,1.02,3,59.0,4241,6.5,6.53,3.93
7508,1.05,2,54.0,4241,6.49,6.52,4.11
7509,1.05,3,60.0,4241,6.49,6.56,4.02
7510,0.9,0,56.0,4241,6.24,6.26,3.8
7511,0.61,0,56.0,4241,5.43,5.46,3.38
7512,1.01,0,59.0,4241,6.54,6.49,3.92
7513,0.9,2,63.0,4241,6.21,6.18,3.83
7514,0.91,1,58.0,4241,6.34,6.26,3.75
7515,1.01,2,61.0,4242,6.35,6.39,3.86
7516,1.01,2,64.0,4242,6.49,6.52,3.92
7517,1.01,3,59.0,4242,6.27,6.33,3.95
7518,1.01,1,58.0,4242,6.37,6.34,4.0
7519,1.01,1,59.0,4242,6.44,6.37,3.96
7520,1.01,1,60.0,4242,6.43,6.4,3.97
7521,1.01,1,59.0,4242,6.54,6.46,3.97
7522,1.01,0,56.0,4242,6.42,6.37,3.99
7523,1.01,1,59.0,4242,6.51,6.48,3.89
7524,1.01,1,59.0,4242,6.55,6.51,3.86
7525,1.01,1,58.0,4242,6.62,6.57,3.88
7526,1.01,1,59.0,4242,6.44,6.39,3.95
7527,1.01,1,60.0,4242,6.4,6.34,3.92
7528,1.01,0,57.0,4242,6.42,6.38,3.97
7529,1.01,1,59.0,4242,6.55,6.48,3.9
7530,1.01,2,59.0,4242,6.38,6.28,4.03
7531,0.84,1,62.0,4243,6.15,6.1,3.7
7532,1.01,3,59.0,4243,6.34,6.44,3.92
7533,0.76,0,56.0,4243,5.84,5.87,3.63
7534,1.02,0,56.0,4243,6.53,6.57,3.96
7535,0.92,2,57.0,4243,6.17,6.23,3.93
7536,0.7,3,54.0,4244,5.67,5.71,3.57
7537,1.04,3,55.0,4244,6.41,6.48,4.05
7538,1.09,3,63.0,4244,6.67,6.71,3.96
7539,1.01,3,57.0,4244,6.35,6.37,4.04
7540,1.01,0,57.0,4244,6.36,6.41,4.01
7541,1.1,2,56.0,4244,6.53,6.48,4.15
7542,1.01,3,58.0,4244,6.36,6.3,4.01
7543,1.02,2,64.0,4246,6.7,6.62,3.84
7544,0.7,0,56.0,4246,5.86,5.71,3.51
7545,0.9,1,59.0,4246,6.27,6.24,3.78
7546,0.92,2,57.0,4247,6.11,6.17,3.89
7547,0.96,3,57.0,4247,6.27,6.23,3.95
7548,1.03,1,58.0,4248,6.43,6.47,4.0
7549,1.01,1,60.0,4249,6.34,6.39,3.98
7550,1.01,3,58.0,4249,6.43,6.48,3.94
7551,1.01,3,58.0,4249,6.37,6.41,3.96
7552,0.92,0,55.0,4249,6.22,6.24,3.9
7553,1.21,0,56.0,4249,6.81,6.78,4.26
7554,1.21,0,57.0,4249,6.78,6.74,4.25
7555,1.01,3,55.0,4249,6.32,6.27,3.99
7556,1.15,1,58.0,4250,6.65,6.72,4.18
7557,1.15,3,60.0,4250,6.7,6.78,4.16
7558,1.03,2,62.0,4250,6.3,6.37,4.04
7559,1.12,1,58.0,4250,6.63,6.58,4.12
7560,1.1,0,56.0,4250,6.65,6.63,4.11
7561,0.93,1,57.0,4250,6.37,6.32,3.84
7562,1.2,1,61.0,4250,6.73,6.68,4.2
7563,0.9,1,59.0,4252,6.15,6.09,3.8
7564,1.04,3,59.0,4252,6.62,6.67,3.87
7565,1.02,3,54.0,4252,6.37,6.43,4.06
7566,0.72,0,56.0,4252,5.73,5.75,3.56
7567,0.9,4,61.0,4252,6.07,5.99,3.85
7568,1.04,1,62.0,4252,6.45,6.39,4.01
7569,0.73,0,56.0,4252,5.79,5.73,3.58
7570,0.91,3,58.0,4253,6.33,6.38,3.77
7571,0.92,3,58.0,4253,6.27,6.39,3.84
7572,1.05,0,56.0,4253,6.47,6.5,4.04
7573,0.9,2,61.0,4253,6.18,6.22,3.71
7574,0.9,2,57.0,4253,6.04,6.09,3.84
7575,0.92,3,57.0,4254,6.17,6.21,3.9
7576,0.9,3,56.0,4255,6.3,6.34,3.79
7577,1.0,3,56.0,4255,6.36,6.42,4.02
7578,1.0,3,61.0,4255,6.42,6.46,3.86
7579,1.06,3,56.0,4255,6.47,6.52,4.08
7580,1.0,1,58.0,4255,6.38,6.41,3.93
7581,1.0,3,62.0,4255,6.3,6.37,3.9
7582,1.26,2,58.0,4255,6.78,6.74,4.32
7583,1.02,0,56.0,4255,6.52,6.47,3.99
7584,0.93,3,58.0,4256,6.32,6.39,3.8
7585,1.13,1,60.0,4256,6.68,6.62,4.16
7586,1.0,4,56.0,4256,6.3,6.12,4.05
7587,0.91,1,58.0,4256,6.18,6.15,3.83
7588,1.01,2,60.0,4256,6.36,6.31,4.04
7589,0.91,2,64.0,4256,6.09,6.03,3.86
7590,0.91,4,62.0,4256,6.09,6.04,3.94
7591,1.01,4,57.0,4256,6.33,6.23,4.1
7592,1.0,0,56.0,4256,6.38,6.34,3.98
7593,1.0,4,57.0,4256,6.21,6.14,4.1
7594,1.0,1,59.0,4256,6.43,6.38,3.96
7595,0.91,2,58.0,4257,6.1,6.14,3.89
7596,0.91,0,57.0,4257,6.18,6.24,3.87
7597,1.04,2,61.0,4257,6.63,6.68,3.89
7598,1.06,2,61.0,4257,6.63,6.67,3.91
7599,1.01,1,56.0,4257,6.43,6.38,3.96
7600,0.9,3,58.0,4258,6.1,6.14,3.89
7601,0.92,2,57.0,4258,6.11,6.14,3.9
7602,0.92,2,58.0,4258,6.16,6.18,3.9
7603,0.92,0,54.6,4258,6.25,6.29,3.85
7604,0.92,1,59.0,4258,6.25,6.27,3.81
7605,0.73,0,55.0,4258,5.78,5.81,3.59
7606,1.0,2,61.0,4258,6.35,6.43,3.93
7607,0.84,3,55.0,4259,6.07,6.12,3.68
7608,1.11,0,56.0,4259,6.64,6.67,4.13
7609,1.17,1,57.0,4259,6.8,6.71,4.22
7610,0.9,1,61.0,4259,6.22,6.12,3.75
7611,0.9,1,59.0,4259,6.21,6.16,3.88
7612,0.9,1,59.0,4259,6.2,6.14,3.83
7613,1.01,3,61.0,4260,6.45,6.5,3.94
7614,1.01,1,59.0,4260,6.52,6.58,3.88
7615,1.01,3,57.0,4260,6.51,6.57,3.91
7616,1.01,2,62.0,4260,6.56,6.66,3.81
7617,1.01,2,56.0,4260,6.36,6.42,3.93
7618,1.01,3,56.0,4260,6.55,6.59,3.87
7619,1.01,3,57.0,4260,6.42,6.47,3.98
7620,1.01,2,54.0,4260,6.37,6.43,4.04
7621,1.0,0,57.0,4260,6.42,6.45,3.94
7622,1.01,0,56.0,4260,6.47,6.43,3.98
7623,0.9,0,55.0,4260,6.17,6.21,3.87
7624,1.01,3,57.0,4262,6.43,6.5,3.96
7625,1.01,3,62.0,4262,6.35,6.44,3.93
7626,0.8,3,57.0,4263,5.95,5.97,3.67
7627,1.01,4,58.0,4263,6.17,6.22,4.02
7628,1.09,0,57.0,4264,6.61,6.55,4.08
7629,0.94,1,58.0,4264,6.26,6.18,3.89
7630,0.96,3,57.0,4265,6.35,6.38,3.84
7631,1.0,4,62.0,4265,6.09,6.02,3.99
7632,0.91,2,58.0,4265,6.02,6.12,3.92
7633,1.11,1,59.0,4265,6.6,6.56,4.12
7634,1.0,2,61.0,4265,6.27,6.2,3.97
7635,0.93,0,54.0,4265,6.25,6.2,3.9
7636,0.9,1,59.0,4266,6.13,6.19,3.8
7637,1.06,3,59.0,4267,6.56,6.61,3.98
7638,1.06,0,59.0,4267,6.63,6.6,4.01
7639,0.91,0,56.0,4267,6.16,6.19,3.85
7640,0.9,3,59.0,4268,6.07,6.11,3.91
7641,0.8,1,58.0,4268,5.89,5.93,3.7
7642,1.03,3,57.0,4268,6.43,6.48,4.02
7643,0.9,2,58.0,4268,6.03,6.06,3.93
7644,0.9,2,60.0,4268,6.03,6.07,3.9
7645,1.21,1,58.0,4268,6.83,6.79,4.25
7646,1.03,0,56.0,4268,6.51,6.43,4.03
7647,1.01,1,59.0,4269,6.45,6.39,3.86
7648,0.9,1,59.0,4269,6.14,6.22,3.81
7649,0.9,3,56.0,4269,6.17,6.23,3.84
7650,0.9,3,59.0,4269,6.15,6.21,3.79
7651,0.9,3,59.0,4269,6.18,6.24,3.78
7652,0.9,0,57.0,4269,6.14,6.2,3.86
7653,0.9,2,58.0,4269,6.08,6.12,3.88
7654,1.0,3,58.0,4269,6.26,6.29,3.97
7655,0.9,0,55.0,4269,6.19,6.16,3.81
7656,1.01,0,56.0,4269,6.4,6.44,4.03
7657,1.1,1,59.0,4269,6.57,6.53,4.1
7658,1.21,2,55.0,4269,6.81,6.75,4.32
7659,1.21,1,58.0,4269,6.74,6.71,4.21
7660,1.01,1,60.0,4270,6.48,6.44,3.88
7661,1.01,3,54.0,4270,6.42,6.39,4.06
7662,0.81,0,55.0,4270,5.97,6.03,3.71
7663,1.06,0,57.0,4270,6.57,6.6,4.07
7664,1.15,1,58.0,4270,6.71,6.69,4.2
7665,1.01,3,57.0,4270,6.39,6.31,4.02
7666,1.01,3,60.0,4271,6.41,6.38,3.92
7667,0.83,0,56.0,4271,6.06,6.08,3.72
7668,1.13,1,57.0,4271,6.8,6.76,4.06
7669,1.11,3,59.0,4273,6.58,6.64,4.09
7670,1.11,0,55.0,4273,6.6,6.64,4.13
7671,1.0,3,58.0,4273,6.48,6.55,3.89
7672,1.0,2,58.0,4273,6.56,6.62,3.82
7673,1.09,1,59.0,4273,6.59,6.53,4.05
7674,1.09,4,62.0,4273,6.97,6.9,3.9
7675,1.02,1,55.0,4273,6.51,6.48,3.99
7676,1.2,3,59.0,4274,6.7,6.66,4.23
7677,0.74,2,62.6,4274,5.85,5.87,3.47
7678,1.01,2,56.0,4274,6.17,6.21,4.0
7679,1.18,1,60.0,4274,6.83,6.78,4.17
7680,1.0,0,57.0,4274,6.45,6.36,3.96
7681,1.03,1,58.0,4274,6.5,6.42,4.03
7682,0.92,1,58.0,4274,6.27,6.21,3.89
7683,1.03,1,59.0,4274,6.43,6.4,4.04
7684,0.96,1,61.0,4274,6.36,6.32,3.81
7685,1.2,1,60.0,4274,6.73,6.67,4.21
7686,0.65,0,57.0,4275,5.63,5.65,3.42
7687,1.1,0,55.0,4275,6.62,6.65,4.13
7688,1.01,1,54.0,4276,6.42,6.37,4.01
7689,0.9,3,61.0,4276,6.33,6.38,3.71
7690,1.1,3,58.0,4276,6.53,6.59,4.13
7691,1.1,3,58.0,4276,6.59,6.61,4.1
7692,1.08,3,60.0,4276,6.61,6.67,4.02
7693,1.14,0,55.0,4276,6.71,6.72,4.17
7694,1.07,0,56.0,4276,6.54,6.6,4.08
7695,1.0,2,56.0,4276,6.24,6.31,4.07
7696,1.01,2,58.0,4276,6.33,6.31,4.06
7697,1.01,2,60.0,4276,6.21,6.16,3.97
7698,1.01,4,58.0,4276,6.16,6.1,4.04
7699,1.01,4,60.0,4276,6.06,6.0,4.05
7700,1.01,4,60.0,4276,6.32,6.18,4.12
7701,1.01,0,55.0,4276,6.38,6.31,3.95
7702,1.12,1,58.0,4277,6.59,6.64,4.13
7703,1.29,4,58.0,4277,6.82,6.75,4.48
7704,0.9,4,65.0,4277,6.26,6.29,3.6
7705,1.04,0,57.0,4277,6.6,6.53,4.07
7706,1.04,1,58.0,4277,6.58,6.52,3.99
7707,1.04,1,58.0,4277,6.47,6.43,4.06
7708,0.9,2,58.0,4278,6.02,6.07,3.87
7709,1.0,0,54.0,4278,6.41,6.45,3.98
7710,0.33,0,54.0,579,4.41,4.43,2.74
7711,0.33,0,55.0,579,4.42,4.45,2.77
7712,0.33,1,58.0,579,4.5,4.55,2.68
7713,0.33,0,55.0,579,4.46,4.49,2.74
7714,0.33,0,57.0,579,4.43,4.46,2.75
7715,0.32,0,55.0,580,4.39,4.43,2.71
7716,0.32,0,55.0,580,4.43,4.49,2.74
7717,0.32,0,56.0,580,4.43,4.45,2.71
7718,0.26,1,58.0,580,4.22,4.18,2.5
7719,0.26,0,56.0,580,4.1,4.08,2.55
7720,0.26,0,57.0,580,4.13,4.11,2.51
7721,0.26,1,60.0,580,4.15,4.1,2.48
7722,0.26,1,56.0,580,4.13,4.11,2.56
7723,0.26,1,58.0,580,4.19,4.15,2.52
7724,0.26,0,55.0,580,4.13,4.09,2.54
7725,0.26,1,58.0,580,4.11,4.1,2.54
7726,0.26,0,55.0,580,4.12,4.1,2.55
7727,0.35,0,55.0,580,4.62,4.53,2.82
7728,0.32,1,58.0,580,4.45,4.49,2.65
7729,0.3,3,56.0,581,4.24,4.27,2.68
7730,0.3,3,59.0,581,4.27,4.34,2.67
7731,0.3,3,56.0,581,4.29,4.31,2.69
7732,0.3,0,55.0,581,4.29,4.32,2.69
7733,0.3,0,56.0,581,4.34,4.38,2.68
7734,0.38,0,57.0,581,4.6,4.65,2.88
7735,0.34,2,56.0,581,4.5,4.52,2.79
7736,0.43,1,59.0,581,4.83,4.78,2.98
7737,0.31,4,62.0,581,4.6,4.56,2.56
7738,0.38,3,60.0,581,4.65,4.68,2.81
7739,0.38,0,56.0,581,4.58,4.63,2.87
7740,0.97,0,57.0,4278,6.37,6.41,3.92
7741,1.07,1,61.0,4278,6.71,6.59,3.89
7742,1.07,1,59.0,4278,6.67,6.61,3.98
7743,1.24,1,57.0,4278,6.98,6.94,4.23
7744,1.24,1,57.0,4278,6.98,6.94,4.23
7745,1.07,1,60.0,4278,6.7,6.65,3.99
7746,0.91,2,55.0,4279,6.1,6.17,3.92
7747,0.91,3,55.0,4279,6.33,6.36,3.79
7748,0.61,0,56.0,4279,5.46,5.43,3.38
7749,1.03,0,56.0,4280,6.47,6.43,3.99
7750,1.02,0,57.0,4281,6.42,6.5,3.93
7751,1.02,0,56.0,4281,6.37,6.43,4.01
7752,0.92,3,54.0,4281,6.25,6.37,3.9
7753,0.64,0,56.0,4281,5.57,5.59,3.43
7754,0.98,4,56.0,4281,6.33,6.24,4.03
7755,1.05,4,66.0,4281,6.71,6.6,3.92
7756,1.05,3,59.0,4281,6.43,6.36,4.04
7757,1.13,3,59.0,4282,6.65,6.68,4.15
7758,1.03,3,59.0,4282,6.41,6.45,4.02
7759,1.03,0,57.0,4283,6.52,6.47,4.0
7760,1.11,3,56.0,4283,6.59,6.64,4.09
7761,1.1,3,58.0,4283,6.6,6.63,4.09
7762,1.03,3,59.0,4283,6.4,6.43,4.03
7763,1.03,0,56.0,4283,6.53,6.63,3.99
7764,1.11,1,58.0,4283,6.63,6.51,4.1
7765,1.07,1,59.0,4284,6.59,6.67,4.01
7766,0.91,2,54.0,4284,6.07,6.24,3.9
7767,0.91,2,60.0,4284,6.03,6.11,3.86
7768,0.91,2,58.0,4284,6.07,6.15,3.86
7769,0.81,1,58.0,4284,5.94,6.0,3.72
7770,0.91,3,60.0,4284,6.21,6.25,3.87
7771,1.02,3,58.0,4284,6.43,6.55,3.95
7772,1.0,1,60.0,4284,6.37,6.34,3.93
7773,1.5,4,57.0,4284,6.94,6.87,4.75
7774,0.91,0,57.0,4284,6.21,6.25,3.88
7775,1.0,0,57.0,4284,6.37,6.31,3.98
7776,1.02,3,59.0,4284,6.43,6.37,4.04
7777,1.02,1,55.0,4284,6.48,6.41,4.04
