,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,RISK_MM,RainTomorrow,year,quarter,month,day
9115,10.7,16.1,15.2,13.0,50.0,7.0,22.0,22.0,91.0,76.0,6.0,7.0,11.7,1,13.6,1,2009,3,7,9
9116,10.9,17.5,13.6,15.0,46.0,15.0,28.0,31.0,77.0,74.0,6.0,5.0,14.1,1,9.0,1,2009,3,7,10
9117,12.0,18.2,9.0,7.0,37.0,10.0,20.0,24.0,68.0,55.0,3.0,3.0,14.7,1,0.0,0,2009,3,7,11
9118,6.4,20.2,0.0,6.0,30.0,3.0,15.0,20.0,76.0,60.0,1.0,0.0,14.6,0,0.0,0,2009,3,7,12
9119,10.3,23.7,0.0,4.0,35.0,3.0,15.0,17.0,55.0,66.0,1.0,3.0,17.0,0,0.0,0,2009,3,7,13
9120,10.1,17.5,0.0,1.0,35.0,14.0,15.0,13.0,65.0,46.0,2.0,2.0,14.4,0,0.0,0,2009,3,7,14
9121,5.1,17.9,0.0,11.0,30.0,4.0,13.0,11.0,57.0,58.0,5.0,7.0,14.1,0,0.0,0,2009,3,7,15
9122,4.8,17.0,0.0,7.0,30.0,7.0,0.0,6.0,60.0,56.0,3.0,5.0,12.6,0,0.0,0,2009,3,7,16
9123,7.5,18.2,0.0,7.0,56.0,15.0,28.0,31.0,48.0,45.0,2.0,5.0,14.5,0,0.0,0,2009,3,7,17
9124,5.3,17.8,0.0,7.0,24.0,14.0,7.0,15.0,67.0,58.0,1.0,1.0,14.3,0,0.0,0,2009,3,7,18
9125,6.3,18.7,0.0,11.0,22.0,14.0,13.0,11.0,62.0,47.0,1.0,1.0,14.9,0,0.0,0,2009,3,7,19
9126,5.0,21.8,0.0,5.0,39.0,6.0,11.0,22.0,63.0,35.0,1.0,0.0,15.5,0,0.0,0,2009,3,7,20
9127,8.4,23.0,0.0,4.0,31.0,5.0,17.0,26.0,56.0,48.0,1.0,4.0,16.7,0,0.0,0,2009,3,7,21
9128,15.3,23.6,0.0,5.0,39.0,5.0,13.0,17.0,52.0,65.0,4.0,7.0,20.2,0,0.0,0,2009,3,7,22
9129,12.5,21.1,0.0,7.0,28.0,13.0,13.0,13.0,46.0,35.0,1.0,0.0,20.6,0,0.0,0,2009,3,7,23
9130,8.1,18.0,0.0,9.0,41.0,10.0,22.0,30.0,48.0,56.0,1.0,1.0,14.7,0,1.4,1,2009,3,7,24
9131,7.9,18.3,1.4,7.0,22.0,14.0,2.0,13.0,80.0,54.0,6.0,4.0,13.0,1,0.0,0,2009,3,7,25
9132,8.4,18.9,0.0,4.0,37.0,4.0,13.0,19.0,67.0,65.0,7.0,7.0,15.9,0,0.0,0,2009,3,7,26
9133,10.8,20.1,0.0,11.0,41.0,9.0,13.0,20.0,67.0,46.0,1.0,1.0,16.3,0,0.0,0,2009,3,7,27
9134,3.8,17.8,0.0,7.0,28.0,9.0,9.0,15.0,68.0,45.0,0.0,1.0,13.1,0,0.0,0,2009,3,7,28
9135,3.6,17.7,0.0,12.0,20.0,12.0,6.0,13.0,61.0,44.0,0.0,1.0,14.2,0,0.0,0,2009,3,7,29
9136,6.3,20.0,0.0,6.0,35.0,6.0,9.0,22.0,58.0,52.0,1.0,1.0,15.8,0,0.0,0,2009,3,7,30
9137,4.5,19.7,0.0,7.0,33.0,15.0,17.0,19.0,65.0,36.0,0.0,0.0,13.1,0,0.0,0,2009,3,7,31
9138,4.8,17.8,0.0,9.0,19.0,8.0,0.0,13.0,64.0,50.0,0.0,0.0,14.3,0,0.0,0,2009,3,8,1
9139,4.6,18.1,0.0,6.0,26.0,3.0,7.0,15.0,71.0,63.0,1.0,1.0,14.1,0,0.0,0,2009,3,8,2
9140,5.7,20.2,0.0,11.0,22.0,14.0,7.0,13.0,57.0,41.0,0.0,0.0,14.4,0,0.0,0,2009,3,8,3
9141,7.4,20.1,0.0,6.0,35.0,6.0,9.0,26.0,67.0,54.0,2.0,8.0,17.5,0,0.0,0,2009,3,8,4
9142,7.0,18.7,0.0,15.0,28.0,12.0,11.0,15.0,73.0,44.0,7.0,5.0,14.2,0,0.0,0,2009,3,8,5
9143,4.8,19.0,0.0,8.0,28.0,3.0,7.0,19.0,67.0,63.0,1.0,3.0,14.9,0,0.0,0,2009,3,8,6
9144,9.4,23.0,0.0,6.0,39.0,6.0,20.0,30.0,58.0,63.0,4.0,3.0,18.3,0,0.0,0,2009,3,8,7
9145,11.0,18.1,0.0,10.0,54.0,10.0,26.0,26.0,46.0,33.0,1.0,1.0,14.9,0,0.0,0,2009,3,8,8
9146,3.1,18.1,0.0,13.0,19.0,14.0,7.0,13.0,59.0,36.0,3.0,2.0,14.1,0,0.0,0,2009,3,8,9
9148,12.6,22.3,0.0,5.0,48.0,6.0,15.0,35.0,58.0,54.0,2.0,5.0,18.8,0,0.0,0,2009,3,8,11
9149,13.7,24.5,0.0,6.0,37.0,6.0,9.0,24.0,64.0,71.0,7.0,7.0,16.5,0,0.0,0,2009,3,8,12
9150,8.3,21.2,0.0,15.0,28.0,14.0,7.0,13.0,62.0,38.0,0.0,0.0,18.2,0,0.0,0,2009,3,8,13
9151,6.8,20.4,0.0,2.0,35.0,12.0,20.0,19.0,41.0,49.0,0.0,1.0,17.9,0,0.0,0,2009,3,8,14
9152,7.1,21.9,0.0,11.0,30.0,3.0,13.0,17.0,57.0,49.0,0.0,0.0,17.3,0,0.0,0,2009,3,8,15
9153,6.1,23.9,0.0,6.0,37.0,6.0,4.0,28.0,57.0,55.0,0.0,0.0,17.2,0,0.0,0,2009,3,8,16
9154,11.9,29.2,0.0,15.0,50.0,4.0,13.0,28.0,44.0,35.0,6.0,3.0,22.0,0,0.0,0,2009,3,8,17
9155,9.4,19.5,0.0,10.0,54.0,9.0,20.0,20.0,36.0,51.0,1.0,1.0,16.2,0,0.0,0,2009,3,8,18
9156,6.6,19.3,0.0,2.0,26.0,14.0,17.0,15.0,68.0,52.0,1.0,1.0,16.8,0,0.0,0,2009,3,8,19
9157,9.1,23.3,0.0,3.0,35.0,6.0,13.0,28.0,61.0,60.0,4.0,4.0,17.7,0,0.0,0,2009,3,8,20
9158,10.7,26.0,0.0,11.0,46.0,6.0,11.0,26.0,59.0,59.0,3.0,6.0,19.1,0,0.0,0,2009,3,8,21
9159,16.2,24.1,0.0,9.0,43.0,10.0,9.0,15.0,62.0,71.0,7.0,7.0,20.1,0,0.2,0,2009,3,8,22
9160,14.3,27.9,0.2,6.0,37.0,3.0,13.0,24.0,69.0,66.0,6.0,3.0,20.6,0,0.0,0,2009,3,8,23
9161,16.3,34.0,0.0,11.0,50.0,3.0,30.0,22.0,29.0,48.0,1.0,1.0,27.9,0,0.0,0,2009,3,8,24
9162,14.3,31.1,0.0,1.0,35.0,13.0,19.0,17.0,29.0,46.0,1.0,2.0,27.3,0,0.0,0,2009,3,8,25
9163,6.9,22.4,0.0,5.0,28.0,5.0,9.0,19.0,30.0,35.0,3.0,1.0,19.4,0,0.0,0,2009,3,8,26
9164,5.0,23.4,0.0,3.0,37.0,3.0,4.0,22.0,44.0,69.0,0.0,0.0,19.2,0,0.0,0,2009,3,8,27
9165,8.4,24.0,0.0,15.0,22.0,14.0,2.0,11.0,41.0,44.0,0.0,0.0,21.0,0,0.6,0,2009,3,8,28
9166,12.7,26.2,0.6,5.0,48.0,5.0,19.0,28.0,63.0,49.0,6.0,3.0,19.4,0,0.0,0,2009,3,8,29
9167,19.3,25.1,0.0,0.0,43.0,13.0,30.0,4.0,32.0,38.0,5.0,5.0,23.2,0,0.2,0,2009,3,8,30
9168,12.6,18.8,0.2,2.0,26.0,14.0,11.0,13.0,46.0,43.0,7.0,1.0,14.8,0,0.0,0,2009,3,8,31
9169,4.7,20.4,0.0,9.0,30.0,14.0,13.0,15.0,41.0,35.0,1.0,0.0,16.9,0,0.0,0,2009,3,9,1
9170,7.8,21.8,0.0,3.0,35.0,3.0,11.0,24.0,61.0,59.0,2.0,2.0,19.0,0,0.0,0,2009,3,9,2
9171,12.2,23.1,0.0,6.0,52.0,6.0,19.0,37.0,51.0,54.0,1.0,5.0,20.6,0,0.6,0,2009,3,9,3
9172,15.8,23.6,0.6,6.0,50.0,6.0,9.0,33.0,64.0,77.0,7.0,7.0,18.3,0,1.6,1,2009,3,9,4
9173,14.8,21.2,1.6,10.0,44.0,9.0,31.0,20.0,67.0,53.0,3.0,3.0,19.2,1,0.0,0,2009,3,9,5
9174,9.4,21.2,0.0,12.0,20.0,14.0,6.0,17.0,41.0,61.0,1.0,2.0,19.7,0,0.0,0,2009,3,9,6
9175,12.3,24.3,0.0,4.0,57.0,3.0,26.0,19.0,58.0,78.0,3.0,7.0,20.5,0,1.8,1,2009,3,9,7
9176,8.8,21.8,1.8,9.0,22.0,8.0,11.0,15.0,56.0,39.0,0.0,3.0,19.7,1,0.0,0,2009,3,9,8
9177,6.6,20.1,0.0,14.0,28.0,8.0,9.0,19.0,39.0,44.0,1.0,1.0,17.5,0,0.0,0,2009,3,9,9
9178,5.4,21.1,0.0,3.0,30.0,8.0,9.0,20.0,50.0,39.0,0.0,2.0,17.8,0,0.0,0,2009,3,9,10
9179,5.2,21.2,0.0,15.0,33.0,12.0,20.0,17.0,29.0,40.0,0.0,0.0,19.2,0,0.0,0,2009,3,9,11
9180,7.9,24.1,0.0,3.0,41.0,6.0,7.0,30.0,39.0,47.0,0.0,0.0,20.5,0,0.0,0,2009,3,9,12
9181,9.1,25.6,0.0,6.0,56.0,6.0,4.0,41.0,37.0,58.0,0.0,0.0,22.7,0,0.0,0,2009,3,9,13
9182,8.5,26.2,0.0,6.0,35.0,6.0,7.0,19.0,35.0,52.0,0.0,0.0,23.3,0,0.0,0,2009,3,9,14
9183,11.4,23.6,0.0,6.0,54.0,6.0,13.0,37.0,62.0,66.0,3.0,7.0,21.4,0,0.0,0,2009,3,9,15
9184,13.7,24.6,0.0,6.0,56.0,6.0,26.0,41.0,60.0,60.0,1.0,1.0,22.4,0,0.0,0,2009,3,9,16
9185,17.2,28.3,0.0,5.0,52.0,6.0,31.0,39.0,52.0,59.0,0.0,1.0,23.3,0,0.0,0,2009,3,9,17
9186,16.2,26.2,0.0,15.0,43.0,3.0,19.0,19.0,65.0,58.0,7.0,5.0,21.2,0,0.0,0,2009,3,9,18
9187,14.1,24.4,0.0,14.0,28.0,13.0,17.0,9.0,54.0,74.0,3.0,5.0,20.7,0,0.0,0,2009,3,9,19
9188,12.8,25.9,0.0,15.0,31.0,8.0,20.0,11.0,36.0,50.0,1.0,4.0,24.3,0,0.0,0,2009,3,9,20
9189,12.6,26.1,0.0,7.0,35.0,16.0,9.0,0.0,45.0,75.0,1.0,7.0,24.3,0,3.0,1,2009,3,9,21
9190,18.1,25.0,3.0,4.0,39.0,3.0,13.0,19.0,88.0,83.0,8.0,5.0,19.6,1,2.0,1,2009,3,9,22
9191,17.8,24.5,2.0,1.0,69.0,1.0,24.0,35.0,29.0,20.0,8.0,7.0,23.2,1,0.0,0,2009,3,9,23
9192,8.4,22.9,0.0,8.0,33.0,3.0,13.0,20.0,37.0,35.0,0.0,1.0,20.0,0,0.0,0,2009,3,9,24
9193,7.2,25.6,0.0,6.0,37.0,6.0,11.0,22.0,41.0,46.0,0.0,0.0,20.8,0,0.0,0,2009,3,9,25
9194,14.4,31.5,0.0,1.0,70.0,1.0,26.0,31.0,30.0,15.0,0.0,7.0,25.4,0,0.0,0,2009,3,9,26
9195,7.6,22.6,0.0,2.0,56.0,2.0,13.0,26.0,21.0,11.0,1.0,0.0,18.0,0,0.0,0,2009,3,9,27
9196,4.2,24.4,0.0,15.0,50.0,7.0,28.0,30.0,23.0,18.0,0.0,1.0,17.8,0,0.0,0,2009,3,9,28
9197,7.9,22.3,0.0,7.0,33.0,14.0,19.0,17.0,34.0,37.0,0.0,1.0,19.1,0,0.0,0,2009,3,9,29
9198,10.1,24.7,0.0,3.0,52.0,3.0,24.0,31.0,49.0,61.0,0.0,0.0,21.9,0,0.0,0,2009,3,9,30
9199,12.6,31.2,0.0,6.0,48.0,3.0,15.0,33.0,47.0,55.0,0.0,0.0,22.1,0,0.0,0,2009,4,10,1
9200,16.0,34.5,0.0,7.0,44.0,3.0,19.0,30.0,30.0,52.0,0.0,0.0,28.7,0,1.4,1,2009,4,10,2
9201,18.2,31.1,1.4,10.0,63.0,10.0,11.0,44.0,51.0,63.0,0.0,3.0,25.4,1,3.6,1,2009,4,10,3
9202,14.7,17.6,3.6,15.0,37.0,15.0,15.0,19.0,94.0,94.0,8.0,8.0,15.2,1,14.8,1,2009,4,10,4
9203,13.3,20.9,14.8,3.0,30.0,14.0,9.0,17.0,78.0,70.0,6.0,6.0,17.3,1,1.4,1,2009,4,10,5
9204,10.2,21.1,1.4,12.0,28.0,12.0,13.0,17.0,67.0,54.0,1.0,2.0,17.0,1,0.0,0,2009,4,10,6
9205,13.0,28.9,0.0,15.0,48.0,13.0,24.0,13.0,60.0,37.0,1.0,4.0,20.6,0,0.0,0,2009,4,10,7
9206,8.1,22.8,0.0,10.0,65.0,10.0,22.0,39.0,36.0,32.0,2.0,1.0,16.6,0,0.0,0,2009,4,10,8
9207,13.2,21.4,0.0,10.0,59.0,10.0,31.0,31.0,45.0,47.0,1.0,1.0,16.8,0,0.0,0,2009,4,10,9
9208,12.6,20.6,0.0,7.0,37.0,9.0,26.0,22.0,51.0,59.0,6.0,4.0,17.0,0,11.0,1,2009,4,10,10
9211,17.7,33.5,0.0,1.0,63.0,1.0,20.0,39.0,59.0,18.0,0.0,3.0,23.0,0,0.0,0,2009,4,10,13
9212,13.3,28.5,0.0,11.0,69.0,1.0,15.0,35.0,27.0,13.0,0.0,2.0,22.8,0,0.0,0,2009,4,10,14
9213,8.4,24.2,0.0,14.0,31.0,14.0,7.0,19.0,27.0,36.0,0.0,1.0,21.7,0,0.0,0,2009,4,10,15
9217,12.0,22.6,10.0,14.0,28.0,14.0,13.0,19.0,62.0,56.0,2.0,2.0,19.2,1,0.0,0,2009,4,10,19
9218,12.6,24.5,0.0,6.0,52.0,3.0,13.0,35.0,55.0,54.0,1.0,1.0,21.0,0,0.0,0,2009,4,10,20
9219,13.3,27.7,0.0,3.0,54.0,6.0,19.0,33.0,47.0,52.0,0.0,1.0,24.3,0,0.0,0,2009,4,10,21
9221,15.6,27.9,0.0,6.0,54.0,6.0,22.0,30.0,58.0,60.0,1.0,7.0,24.2,0,0.0,0,2009,4,10,23
9222,16.4,25.0,0.0,15.0,37.0,10.0,28.0,17.0,69.0,65.0,5.0,2.0,22.3,0,0.0,0,2009,4,10,24
9223,15.6,26.0,0.0,15.0,63.0,8.0,9.0,15.0,71.0,75.0,3.0,6.0,22.8,0,2.8,1,2009,4,10,25
9224,17.3,20.8,2.8,14.0,57.0,12.0,9.0,30.0,81.0,91.0,8.0,8.0,20.5,1,141.8,1,2009,4,10,26
9228,17.5,24.2,0.0,6.0,41.0,3.0,13.0,28.0,60.0,60.0,5.0,1.0,22.2,0,0.0,0,2009,4,10,30
9229,14.7,24.0,0.0,15.0,39.0,15.0,15.0,28.0,70.0,65.0,3.0,5.0,21.7,0,0.0,0,2009,4,10,31
9230,14.9,24.1,0.0,8.0,33.0,3.0,9.0,20.0,66.0,58.0,3.0,2.0,21.3,0,0.0,0,2009,4,11,1
9231,14.9,25.2,0.0,6.0,50.0,3.0,13.0,35.0,57.0,58.0,1.0,1.0,23.0,0,0.0,0,2009,4,11,2
9232,15.9,29.9,0.0,3.0,52.0,3.0,19.0,37.0,65.0,61.0,1.0,5.0,23.3,0,0.0,0,2009,4,11,3
9234,19.4,23.8,0.4,10.0,48.0,15.0,17.0,17.0,84.0,75.0,8.0,8.0,21.8,0,96.0,1,2009,4,11,5
9235,17.8,21.4,96.0,13.0,61.0,10.0,22.0,17.0,94.0,88.0,8.0,8.0,19.5,1,371.0,1,2009,4,11,6
9241,14.6,24.9,0.0,3.0,48.0,3.0,11.0,33.0,60.0,62.0,1.0,1.0,23.0,0,0.0,0,2009,4,11,12
9242,17.1,25.5,0.0,15.0,37.0,15.0,15.0,24.0,74.0,81.0,7.0,7.0,21.3,0,17.0,1,2009,4,11,13
9243,17.7,23.9,17.0,6.0,28.0,14.0,17.0,13.0,66.0,68.0,3.0,1.0,21.2,1,0.0,0,2009,4,11,14
9244,16.9,26.6,0.0,3.0,28.0,3.0,4.0,20.0,69.0,69.0,5.0,1.0,23.5,0,0.0,0,2009,4,11,15
9245,17.2,30.3,0.0,6.0,37.0,3.0,13.0,17.0,66.0,72.0,0.0,3.0,24.1,0,0.0,0,2009,4,11,16
9246,21.0,26.7,0.0,10.0,52.0,10.0,24.0,33.0,79.0,75.0,2.0,8.0,25.8,0,0.0,0,2009,4,11,17
9247,18.6,24.4,0.0,7.0,26.0,8.0,15.0,15.0,59.0,64.0,1.0,8.0,22.3,0,0.0,0,2009,4,11,18
9248,18.1,26.3,0.0,6.0,61.0,6.0,30.0,43.0,71.0,69.0,0.0,1.0,24.4,0,0.0,0,2009,4,11,19
9249,22.1,30.4,0.0,6.0,57.0,6.0,19.0,39.0,71.0,76.0,1.0,1.0,26.2,0,0.0,0,2009,4,11,20
9250,20.6,30.0,0.0,6.0,54.0,3.0,26.0,37.0,76.0,65.0,2.0,0.0,26.6,0,0.0,0,2009,4,11,21
9251,22.7,29.8,0.0,6.0,56.0,6.0,20.0,37.0,64.0,59.0,1.0,8.0,27.7,0,0.0,0,2009,4,11,22
9254,16.4,26.4,0.0,3.0,44.0,3.0,9.0,26.0,67.0,66.0,4.0,1.0,24.4,0,0.0,0,2009,4,11,25
9255,20.5,27.6,0.0,6.0,67.0,6.0,24.0,46.0,62.0,65.0,2.0,3.0,25.3,0,0.0,0,2009,4,11,26
9256,21.5,28.3,0.0,5.0,52.0,3.0,19.0,31.0,72.0,71.0,4.0,3.0,23.9,0,0.0,0,2009,4,11,27
9257,19.2,29.8,0.0,5.0,52.0,3.0,9.0,24.0,61.0,57.0,1.0,1.0,27.7,0,9.8,1,2009,4,11,28
9258,22.3,37.7,9.8,11.0,59.0,11.0,13.0,31.0,58.0,11.0,2.0,1.0,27.5,1,0.0,0,2009,4,11,29
9259,16.9,25.9,0.0,15.0,50.0,15.0,17.0,19.0,45.0,61.0,0.0,1.0,25.6,0,0.4,0,2009,4,11,30
9260,16.7,23.8,0.4,15.0,50.0,10.0,28.0,30.0,54.0,77.0,3.0,7.0,20.9,0,5.2,1,2009,4,12,1
9261,14.0,23.3,5.2,10.0,46.0,9.0,26.0,28.0,62.0,59.0,2.0,6.0,19.7,1,3.6,1,2009,4,12,2
9262,14.7,24.9,3.6,15.0,30.0,14.0,19.0,15.0,62.0,60.0,1.0,1.0,20.9,1,0.0,0,2009,4,12,3
9263,15.6,30.2,0.0,3.0,44.0,3.0,22.0,33.0,53.0,61.0,0.0,1.0,24.8,0,0.0,0,2009,4,12,4
9264,19.1,27.8,0.0,6.0,69.0,6.0,20.0,41.0,67.0,66.0,3.0,6.0,23.6,0,1.4,1,2009,4,12,5
9265,20.9,26.9,1.4,10.0,37.0,10.0,26.0,24.0,81.0,75.0,8.0,2.0,22.7,1,0.0,0,2009,4,12,6
9266,20.4,30.2,0.0,6.0,61.0,6.0,19.0,41.0,67.0,62.0,1.0,1.0,26.2,0,0.0,0,2009,4,12,7
9267,19.4,30.9,0.0,1.0,72.0,3.0,13.0,35.0,78.0,54.0,1.0,3.0,24.8,0,0.4,0,2009,4,12,8
9268,22.2,26.2,0.4,11.0,54.0,9.0,19.0,17.0,69.0,77.0,1.0,7.0,24.9,0,0.0,0,2009,4,12,9
9269,21.0,29.2,0.0,6.0,59.0,9.0,19.0,9.0,73.0,74.0,7.0,7.0,24.3,0,2.4,1,2009,4,12,10
9270,22.0,26.7,2.4,5.0,44.0,15.0,9.0,20.0,80.0,62.0,7.0,7.0,23.5,1,0.0,0,2009,4,12,11
9271,18.1,26.5,0.0,8.0,30.0,14.0,11.0,15.0,66.0,60.0,7.0,4.0,22.8,0,0.0,0,2009,4,12,12
9272,17.2,27.2,0.0,3.0,37.0,3.0,7.0,24.0,58.0,69.0,1.0,0.0,26.4,0,0.0,0,2009,4,12,13
9273,20.5,28.0,0.0,9.0,26.0,13.0,13.0,17.0,77.0,70.0,7.0,5.0,24.9,0,29.4,1,2009,4,12,14
9277,21.6,30.6,0.0,5.0,46.0,15.0,20.0,33.0,57.0,67.0,1.0,6.0,27.0,0,7.2,1,2009,4,12,18
9278,19.1,24.8,7.2,10.0,26.0,6.0,7.0,2.0,87.0,78.0,7.0,6.0,21.5,1,0.0,0,2009,4,12,19
9279,21.3,24.7,0.0,15.0,44.0,9.0,28.0,20.0,74.0,71.0,7.0,7.0,22.7,0,0.0,0,2009,4,12,20
9280,15.7,26.3,0.0,2.0,28.0,13.0,15.0,13.0,62.0,72.0,6.0,2.0,23.2,0,0.0,0,2009,4,12,21
9281,17.9,27.2,0.0,6.0,31.0,3.0,9.0,20.0,73.0,61.0,7.0,7.0,23.0,0,0.0,0,2009,4,12,22
9282,18.5,28.4,0.0,3.0,31.0,3.0,9.0,20.0,70.0,72.0,1.0,1.0,25.9,0,0.0,0,2009,4,12,23
9283,18.8,28.2,0.0,6.0,46.0,3.0,20.0,30.0,69.0,70.0,2.0,1.0,26.6,0,0.0,0,2009,4,12,24
9284,23.0,29.0,0.0,6.0,57.0,6.0,24.0,41.0,65.0,68.0,7.0,6.0,25.8,0,0.0,0,2009,4,12,25
9285,24.2,27.4,0.0,3.0,43.0,6.0,22.0,24.0,73.0,83.0,7.0,8.0,26.2,0,1.6,1,2009,4,12,26
9286,23.6,28.8,1.6,6.0,54.0,6.0,26.0,35.0,73.0,71.0,5.0,5.0,26.8,1,0.4,0,2009,4,12,27
9287,23.7,26.1,0.4,3.0,48.0,6.0,13.0,24.0,88.0,85.0,8.0,7.0,24.3,0,11.0,1,2009,4,12,28
9288,21.1,25.8,11.0,10.0,37.0,10.0,19.0,24.0,96.0,81.0,8.0,6.0,22.1,1,34.2,1,2009,4,12,29
9289,20.8,23.0,34.2,15.0,28.0,12.0,13.0,11.0,95.0,96.0,8.0,8.0,22.2,1,38.8,1,2009,4,12,30
9290,19.5,25.4,38.8,15.0,20.0,12.0,9.0,9.0,85.0,80.0,8.0,7.0,22.7,1,0.0,0,2009,4,12,31
9291,21.4,28.4,0.0,6.0,52.0,3.0,9.0,35.0,73.0,66.0,7.0,6.0,24.3,0,0.0,0,2010,1,1,1
9292,22.9,28.9,0.0,6.0,56.0,6.0,9.0,35.0,77.0,70.0,7.0,6.0,24.9,0,0.0,0,2010,1,1,2
9293,20.3,25.8,0.0,15.0,43.0,15.0,31.0,24.0,79.0,81.0,7.0,7.0,24.5,0,1.4,1,2010,1,1,3
9294,21.1,25.4,1.4,12.0,35.0,15.0,26.0,20.0,69.0,57.0,7.0,5.0,22.8,1,0.0,0,2010,1,1,4
9295,15.9,26.7,0.0,3.0,31.0,14.0,11.0,20.0,66.0,70.0,3.0,2.0,23.3,0,0.0,0,2010,1,1,5
9296,17.4,28.8,0.0,3.0,41.0,3.0,9.0,30.0,61.0,68.0,4.0,7.0,25.6,0,0.0,0,2010,1,1,6
9297,21.3,27.4,0.0,7.0,28.0,12.0,15.0,17.0,76.0,80.0,6.0,5.0,24.9,0,0.0,0,2010,1,1,7
9298,18.8,27.9,0.0,10.0,30.0,12.0,17.0,15.0,72.0,65.0,4.0,2.0,25.0,0,0.0,0,2010,1,1,8
9299,19.2,28.5,0.0,6.0,41.0,3.0,9.0,24.0,65.0,69.0,1.0,1.0,27.1,0,0.0,0,2010,1,1,9
9300,18.7,29.0,0.0,3.0,37.0,3.0,6.0,28.0,67.0,62.0,1.0,1.0,26.2,0,0.0,0,2010,1,1,10
9301,18.9,28.2,0.0,15.0,37.0,9.0,19.0,17.0,77.0,73.0,7.0,2.0,25.3,0,0.0,0,2010,1,1,11
9302,19.1,28.1,0.0,6.0,50.0,3.0,15.0,31.0,70.0,65.0,1.0,1.0,26.7,0,0.0,0,2010,1,1,12
9303,22.6,28.7,0.0,3.0,65.0,6.0,22.0,44.0,64.0,58.0,0.0,1.0,26.8,0,0.0,0,2010,1,1,13
9304,21.4,28.6,0.0,15.0,35.0,3.0,11.0,24.0,76.0,63.0,7.0,1.0,25.6,0,0.0,0,2010,1,1,14
9305,20.1,28.4,0.0,9.0,24.0,12.0,11.0,15.0,77.0,63.0,6.0,1.0,25.2,0,0.0,0,2010,1,1,15
9306,19.9,27.5,0.0,10.0,28.0,13.0,19.0,13.0,71.0,73.0,4.0,5.0,25.3,0,0.0,0,2010,1,1,16
9307,20.8,30.5,0.0,3.0,43.0,6.0,4.0,30.0,60.0,68.0,1.0,5.0,27.5,0,1.6,1,2010,1,1,17
9308,20.6,26.7,1.6,4.0,31.0,13.0,15.0,15.0,73.0,63.0,3.0,1.0,25.1,1,0.0,0,2010,1,1,18
9309,15.4,26.2,0.0,12.0,41.0,12.0,20.0,22.0,29.0,33.0,1.0,1.0,22.5,0,0.0,0,2010,1,1,19
9310,15.8,28.7,0.0,6.0,31.0,8.0,9.0,19.0,32.0,18.0,0.0,0.0,24.3,0,0.0,0,2010,1,1,20
9311,18.0,31.4,0.0,11.0,30.0,3.0,6.0,13.0,46.0,54.0,5.0,7.0,27.3,0,0.0,0,2010,1,1,21
9312,18.1,31.0,0.0,3.0,46.0,3.0,2.0,17.0,52.0,63.0,2.0,3.0,27.4,0,0.0,0,2010,1,1,22
9313,18.5,30.7,0.0,3.0,54.0,3.0,15.0,37.0,62.0,53.0,0.0,0.0,27.1,0,0.0,0,2010,1,1,23
9314,21.2,27.0,0.0,15.0,31.0,14.0,19.0,15.0,67.0,66.0,1.0,1.0,24.9,0,0.0,0,2010,1,1,24
9315,20.4,28.9,0.0,3.0,52.0,6.0,11.0,24.0,77.0,62.0,3.0,5.0,25.3,0,0.0,0,2010,1,1,25
9316,21.3,30.9,0.0,3.0,54.0,6.0,7.0,31.0,70.0,51.0,1.0,3.0,27.9,0,0.0,0,2010,1,1,26
9317,21.9,30.6,0.0,15.0,46.0,10.0,13.0,13.0,69.0,83.0,3.0,8.0,28.3,0,0.8,0,2010,1,1,27
9318,21.4,29.5,0.8,6.0,28.0,8.0,15.0,13.0,78.0,78.0,6.0,6.0,25.3,0,2.6,1,2010,1,1,28
9319,20.6,27.6,2.6,4.0,35.0,12.0,11.0,9.0,82.0,62.0,7.0,7.0,23.6,1,0.0,0,2010,1,1,29
9320,22.3,28.7,0.0,15.0,44.0,9.0,31.0,22.0,70.0,68.0,5.0,3.0,26.0,0,10.8,1,2010,1,1,30
9321,21.6,28.2,10.8,8.0,48.0,8.0,7.0,19.0,79.0,68.0,7.0,7.0,26.1,1,5.8,1,2010,1,1,31
9322,19.4,27.8,5.8,13.0,52.0,13.0,11.0,15.0,76.0,63.0,7.0,7.0,24.1,1,3.8,1,2010,1,2,1
9323,20.7,26.6,3.8,9.0,46.0,7.0,24.0,17.0,61.0,89.0,5.0,8.0,25.7,1,67.0,1,2010,1,2,2
9324,20.9,28.0,67.0,3.0,41.0,14.0,15.0,13.0,79.0,67.0,7.0,5.0,25.1,1,20.0,1,2010,1,2,3
9325,21.5,27.7,20.0,5.0,35.0,14.0,13.0,17.0,88.0,79.0,7.0,7.0,24.2,1,1.2,1,2010,1,2,4
9326,21.7,29.2,1.2,3.0,41.0,3.0,9.0,26.0,68.0,70.0,3.0,3.0,27.0,1,8.6,1,2010,1,2,5
9327,22.4,25.1,8.6,8.0,30.0,11.0,9.0,7.0,94.0,93.0,7.0,8.0,23.7,1,80.6,1,2010,1,2,6
